City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
218,tlahualilo de zaragoza,26.1167,-103.45,33.700000000000045,26,91,4.14,MX,1690314222
219,adrar,20.5022,-10.0711,39.950000000000045,15,74,2.67,MR,1690314222
220,willowmore,-33.2926,23.4895,10.04000000000002,28,0,1.19,ZA,1690314222
221,thompson,55.7435,-97.8558,22.090000000000032,43,20,4.12,CA,1690314223
222,invercargill,-46.4,168.35,5.340000000000032,84,70,3.73,NZ,1690314223
223,floro,61.5996,5.0328,15.04000000000002,82,75,3.09,NO,1690314223
224,cozumel,20.5083,-86.9458,33.04000000000002,77,40,5.66,MX,1690313742
225,inhambane,-23.865,35.3833,17.730000000000018,68,6,2.75,MZ,1690314224
226,mersing,2.4312,103.8405,24.950000000000045,88,20,1.54,MY,1690314224
227,kill devil hills,36.0307,-75.676,28.32000000000005,74,40,4.63,US,1690313724
228,kargat,55.1956,80.2811,14.730000000000018,84,0,3.84,RU,1690314224
229,vung tau,10.346,107.0843,25.920000000000016,88,80,5.81,VN,1690314224
230,haiku-pauwela,20.9219,-156.3051,28.980000000000018,64,20,10.29,US,1690314225
231,kavieng,-2.5744,150.7967,26.010000000000048,86,99,5.25,PG,1690314225
232,muang khong,14.1167,105.85,23.58000000000004,99,100,1.67,LA,1690314225
233,pontivy,48.0,-3.0,17.010000000000048,72,100,3.76,FR,1690314225
234,khorugh,37.4897,71.553,21.650000000000034,40,4,1.68,TJ,1690314125
235,puerto armuelles,8.2833,-82.8667,27.83000000000004,70,97,1.34,PA,1690313897
236,fauske,67.2588,15.3918,18.03000000000003,75,100,2.64,NO,1690314226
237,lomza,53.1781,22.0593,18.480000000000018,64,100,3.19,PL,1690314226
238,kerman,30.2832,57.0788,27.920000000000016,15,0,4.12,IR,1690314226
239,chela,34.069,104.4619,14.330000000000041,94,97,0.04,CN,1690314102
240,pemangkat,1.1667,108.9667,25.980000000000018,83,100,4.22,ID,1690314227
241,dudinka,69.4058,86.1778,14.79000000000002,59,0,5.14,RU,1690314227
242,enewetak,11.3474,162.3373,28.53000000000003,77,32,6.48,MH,1690314227
243,obsharovka,53.125,48.8531,18.890000000000043,71,100,2.93,RU,1690314227
244,chibougamau,49.9168,-74.3659,22.79000000000002,40,75,2.8,CA,1690314228
245,khandyga,62.6667,135.6,15.890000000000043,97,19,1.38,RU,1690313902
246,alofi,-19.0595,-169.9187,17.939999999999998,94,26,0.51,NU,1690313690
247,new norfolk,-42.7826,147.0587,12.710000000000036,69,100,4.46,AU,1690314228
248,aasiaat,68.7098,-52.8699,3.75,91,92,2.96,GL,1690313631
249,saint-philippe,-21.3585,55.7679,20.77000000000004,79,41,1.46,RE,1690314229
250,mantua,45.1667,10.7833,25.58000000000004,79,98,2.47,IT,1690314229
251,emerald,-23.5333,148.1667,11.860000000000014,80,0,6.22,AU,1690313790
252,pisco,-13.7,-76.2167,22.03000000000003,64,1,6.17,PE,1690314074
253,horta,38.5333,-28.6333,23.80000000000001,75,20,2.68,PT,1690314229
254,devils lake,48.1128,-98.8651,26.99000000000001,78,0,3.6,US,1690314230
255,la libertad,-2.2333,-80.9,27.810000000000002,69,0,5.66,EC,1690314230
256,new ross,52.3967,-6.9367,16.160000000000025,31,63,3.15,IE,1690314230
257,fereydun kenar,36.6864,52.5225,26.340000000000032,75,100,6.63,IR,1690314230
258,lata,40.1629,-8.3327,15.79000000000002,77,0,2.23,PT,1690313671
259,hamilton,39.1834,-84.5333,32.710000000000036,52,0,3.09,US,1690313482
260,lashio,22.9333,97.75,20.100000000000023,99,65,0.24,MM,1690314231
261,tataouine,32.9297,10.4518,37.35000000000002,11,16,1.17,TN,1690314231
262,benghazi,32.1167,20.0667,29.57000000000005,66,0,5.47,LY,1690314231
263,smithers,54.7804,-127.1743,13.180000000000007,94,100,1.03,CA,1690313920
264,indramayu,-6.3264,108.32,24.78000000000003,75,100,3.71,ID,1690314229
265,corpus christi,27.8006,-97.3964,37.129999999999995,63,75,7.2,US,1690314232
266,kuanda,56.3161,116.0806,16.170000000000016,79,13,0.75,RU,1690313657
267,nova vicosa,-17.8919,-39.3719,22.49000000000001,88,78,4.29,BR,1690313620
268,deschutes river woods,43.9915,-121.3584,25.129999999999995,42,20,2.24,US,1690314233
269,klyuchi,52.2667,79.1667,18.090000000000032,58,0,1.92,RU,1690314233
270,udachny,66.4167,112.4,17.600000000000023,61,100,2.31,RU,1690313653
271,red chute,32.556,-93.6132,37.27000000000004,44,20,2.57,US,1690314235
272,san pedro pochutla,15.7333,-96.4667,33.170000000000016,48,38,3.13,MX,1690314071
273,ghadamis,30.1337,9.5007,38.200000000000045,9,0,3.96,LY,1690314235
274,mundri,-6.9558,111.71,22.430000000000007,84,85,2.17,ID,1690314236
275,bodaybo,57.8506,114.1933,16.54000000000002,87,5,1.0,RU,1690313669
276,shache,38.4167,77.2406,30.950000000000045,36,51,1.82,CN,1690314154
277,luderitz,-26.6481,15.1594,13.110000000000014,86,93,2.92,NA,1690313925
278,den burg,53.0542,4.7972,15.550000000000011,78,75,5.66,NL,1690313916
279,qaqortoq,60.7167,-46.0333,6.760000000000048,87,89,2.64,GL,1690314238
280,lamu,-2.2717,40.902,24.560000000000002,81,20,7.53,KE,1690314238
281,meano,42.4466,-8.7812,19.660000000000025,65,4,4.02,ES,1690314239
282,cockburn town,21.4612,-71.1419,28.970000000000027,75,31,7.25,TC,1690313746
283,nuuk,64.1835,-51.7216,13.340000000000032,54,0,3.09,GL,1690314239
284,pangody,65.85,74.4859,19.30000000000001,73,97,6.19,RU,1690313711
285,jinka,5.65,36.65,20.470000000000027,65,79,1.71,ET,1690314240
286,palikir - national government center,6.9248,158.1611,25.410000000000025,94,100,0.0,FM,1690314240
287,la ronge,55.1001,-105.2842,24.140000000000043,43,75,7.72,CA,1690314240
288,lerwick,60.1545,-1.1494,11.0,75,100,8.72,GB,1690313961
289,walvis bay,-22.9575,14.5053,12.830000000000041,87,92,1.54,NA,1690313915
290,chonchi,-42.6128,-73.8092,11.730000000000018,90,63,2.84,CL,1690314241
291,lewiston orchards,46.3804,-116.9754,27.620000000000005,36,40,5.09,US,1690314241
292,celestun,20.8667,-90.4,31.370000000000005,63,54,6.41,MX,1690314241
293,bonthe,7.5264,-12.505,24.08000000000004,93,100,2.74,SL,1690314242
294,cova figueira,14.8905,-24.2934,22.79000000000002,89,45,5.98,CV,1690314242
295,olinda,-8.0089,-34.8553,26.850000000000023,74,40,5.66,BR,1690314094
296,zabol,32.25,67.25,24.760000000000048,48,100,1.1,AF,1690314242
297,anadyr,64.75,177.4833,12.28000000000003,81,75,3.58,RU,1690314243
298,malinyi,-8.9333,36.1333,21.930000000000007,49,19,1.31,TZ,1690314243
299,taltal,-25.4,-70.4833,17.78000000000003,65,23,1.45,CL,1690314018
300,yakeshi,49.2833,120.7333,14.910000000000025,88,95,1.4,CN,1690314243
301,yuzhno-kurilsk,44.0306,145.8556,18.54000000000002,99,22,0.71,RU,1690313940
302,birzebbuga,35.8258,14.5269,32.379999999999995,51,0,2.06,MT,1690314244
303,fada,9.5667,8.3,21.210000000000036,97,14,0.9,NG,1690314050
304,beau vallon,-20.4189,57.6953,21.230000000000018,94,40,2.06,MU,1690314244
305,atasu,48.6814,71.6433,21.850000000000023,38,5,4.54,KZ,1690314244
306,piacabucu,-10.4056,-36.4344,24.170000000000016,82,29,3.41,BR,1690314245
307,pawai,24.2667,80.1667,30.590000000000032,65,100,1.83,IN,1690314245
308,pailon,-17.65,-62.75,21.82000000000005,31,0,4.58,BO,1690314245
309,yemva,62.59,50.8594,11.800000000000011,99,70,1.67,RU,1690314245
310,at taj,24.2049,23.2857,32.120000000000005,12,0,5.61,LY,1690313946
311,grudziadz,53.4841,18.7537,18.33000000000004,72,100,2.26,PL,1690314246
312,yazoo city,32.8551,-90.4056,34.950000000000045,32,0,1.59,US,1690314246
313,tondano,1.3038,124.9112,23.05000000000001,96,100,1.74,ID,1690314246
314,tralee,52.2704,-9.7026,14.980000000000018,86,10,2.03,IE,1690314246
315,fuman,37.2273,49.3142,24.960000000000036,68,60,1.18,IR,1690314247
316,rauma,61.1272,21.5113,20.02000000000004,78,100,2.23,FI,1690314247
317,melfort,52.8667,-104.6177,24.07000000000005,64,91,6.17,CA,1690314247
318,pirallahi,40.4723,50.333,26.08000000000004,78,100,12.19,AZ,1690314247
319,borogontsy,62.6683,131.1683,12.720000000000027,77,51,1.94,RU,1690314247
320,magadan,59.5667,150.8,12.980000000000018,89,32,1.67,RU,1690313827
321,bikenibeu village,1.3673,173.1241,25.980000000000018,94,75,1.03,KI,1690314248
322,immokalee,26.4187,-81.4173,37.75,46,0,2.57,US,1690314248
323,mil'kovo,55.6078,37.7956,20.220000000000027,95,92,3.45,RU,1690313428
324,atar,20.5169,-13.0499,40.0,16,41,4.33,MR,1690314075
325,zag,46.9441,99.165,10.060000000000002,58,52,1.96,MN,1690314249
326,haninge,59.1678,18.1448,17.590000000000032,84,59,3.51,SE,1690314249
327,kourou,5.1552,-52.6478,28.03000000000003,73,87,4.2,GF,1690313759
328,sampit,-2.5333,112.95,22.730000000000018,97,100,1.23,ID,1690314250
329,prabumulih,-3.45,104.25,22.560000000000002,99,26,1.31,ID,1690314250
330,yemetsk,63.4721,41.7941,12.07000000000005,95,68,1.71,RU,1690314250
